ID	Position	AF_Ratio	SB_Ratio
ERR7107271	7335	0.0	0.0
ERR6770028	7335	0.0	0.0
ERR6586663	7335	0.0	0.0
ERR6542766	7335	0.0	0.0
ERR5025733	7335	0.0	0.0
ERR10665292	7336	0.0	0.0
ERR6586663	7336	0.0	0.0
ERR5025733	7336	0.0	0.0
ERR6770028	7336	0.0	0.0
ERR6542766	7336	0.0	0.0
ERR6586663	7337	0.0	0.0
ERR6421815	7337	0.0	0.0
ERR6770028	7337	0.005818	31.0
ERR7107271	7337	0.0	0.0
ERR5025733	7337	0.0	0.0
ERR6770028	7338	0.0	0.0
ERR7139194	7338	0.0	0.0
ERR10665292	7338	0.0	0.0
SRR23065118	7338	0.0	0.0
ERR5025733	7338	0.0	0.0
ERR5025733	7339	0.0	0.0
ERR6770028	7339	0.0	0.0
ERR6542766	7339	0.0	0.0
ERR7107271	7339	0.0	0.0
ERR6586663	7339	0.0	0.0
ERR10665292	7340	0.0	0.0
ERR5025733	7340	0.0	0.0
ERR6348731	7340	0.0	0.0
ERR6770028	7340	0.0	0.0
ERR6444963	7340	0.0	0.0
ERR6586663	7341	0.0	0.0
ERR5025733	7341	0.0	0.0
ERR6542766	7341	0.0	0.0
ERR7107271	7341	0.0	0.0
ERR6770028	7341	0.0	0.0
ERR6770028	7342	0.0	0.0
ERR7107271	7342	0.0	0.0
SRR21977123	7342	0.0	0.0
ERR5025733	7342	0.0	0.0
ERR6586663	7342	0.0	0.0
ERR5025733	7343	0.0	0.0
ERR6770028	7343	0.0	0.0
ERR6542766	7343	0.0	0.0
ERR7107271	7343	0.0	0.0
ERR6348731	7343	0.0	0.0
ERR5025733	7344	0.0	0.0
ERR6770028	7344	0.0	0.0
ERR7107271	7344	0.0	0.0
ERR6348731	7344	0.0	0.0
ERR6421815	7344	0.0	0.0
ERR5025733	7345	0.0	0.0
ERR7107271	7345	0.000431	4.0
ERR6586663	7345	0.0	0.0
ERR10665292	7345	0.0	0.0
ERR6770028	7345	0.0	0.0
ERR6586663	7346	0.0	0.0
ERR6348731	7346	0.0	0.0
ERR5025733	7346	0.0	0.0
ERR7107271	7346	0.0	0.0
ERR6770028	7346	0.0	0.0
ERR5025733	7347	0.0	0.0
ERR6770028	7347	0.0	0.0
ERR4640354	7347	0.0	0.0
ERR6421815	7347	0.0	0.0
ERR6348731	7347	0.0	0.0
ERR10665292	7348	0.0	0.0
ERR6770028	7348	0.0	0.0
ERR5025733	7348	0.0	0.0
ERR6348731	7348	0.0	0.0
ERR6586663	7348	0.0	0.0
ERR6421815	7349	0.0	0.0
ERR6770028	7349	0.0	0.0
ERR5025733	7349	0.0	0.0
ERR6542766	7349	0.0	0.0
ERR7107271	7349	0.0	0.0
ERR6586663	7350	0.0	0.0
ERR5025733	7350	0.0	0.0
ERR6770028	7350	0.0	0.0
ERR7107271	7350	0.0	0.0
ERR6348731	7350	0.0	0.0
ERR5025733	7351	0.0	0.0
ERR6542766	7351	0.0	0.0
SRR21977123	7351	0.0	0.0
ERR7107271	7351	0.0	0.0
ERR6770028	7351	0.0	0.0
ERR5025733	7352	0.0	0.0
ERR6586663	7352	0.0	0.0
ERR6348731	7352	0.0	0.0
ERR7352067	7352	0.0	0.0
ERR6770028	7352	0.0	0.0
ERR10665292	7353	0.0	0.0
ERR5025733	7353	0.0	0.0
ERR6348731	7353	0.0	0.0
ERR6444963	7353	0.0	0.0
ERR6770028	7353	0.0	0.0
ERR6348731	7354	0.0	0.0
ERR5025733	7354	0.0	0.0
ERR7107271	7354	0.0	0.0
ERR7352067	7354	0.0	0.0
ERR6770028	7354	0.0	0.0
ERR4640354	7355	0.0	0.0
ERR6770028	7355	0.0	0.0
ERR6586663	7355	0.0	0.0
ERR7107271	7355	0.0	0.0
ERR5025733	7355	0.0	0.0
ERR6586663	7356	0.0	0.0
ERR5025733	7356	0.0	0.0
ERR6770028	7356	0.0	0.0
ERR10665292	7356	0.0	0.0
ERR6444963	7356	0.0	0.0
ERR5025733	7357	0.0	0.0
ERR6586663	7357	0.0	0.0
ERR6542766	7357	0.0	0.0
ERR6770028	7357	0.0	0.0
ERR6348731	7357	0.0	0.0
ERR6348731	7358	0.0	0.0
ERR4640271	7358	0.0	0.0
ERR7107271	7358	0.0	0.0
ERR5025733	7358	0.0	0.0
ERR6586663	7358	0.0	0.0
ERR6586663	7359	0.001412	58.0
ERR6542766	7359	0.0	0.0
ERR6348731	7359	0.0	0.0
ERR5025733	7359	0.0	0.0
ERR7107271	7359	0.000437	24.0
ERR6586663	7360	0.0	0.0
ERR6348731	7360	0.0	0.0
ERR6542766	7360	0.0	0.0
ERR7352067	7360	0.0	0.0
ERR5025733	7360	0.0	0.0
ERR5025733	7361	0.0	0.0
SRR21977123	7361	0.0	0.0
ERR6586663	7361	0.0	0.0
ERR6348731	7361	0.0	0.0
ERR6770028	7361	0.0	0.0
ERR5025733	7362	0.0	0.0
ERR6348731	7362	0.0	0.0
ERR7107271	7362	0.0	0.0
ERR6770028	7362	0.0	0.0
ERR6586663	7362	0.0	0.0
ERR5025733	7363	0.0	0.0
ERR6770028	7363	0.003342	39.0
ERR6542766	7363	0.0	0.0
ERR6586663	7363	0.0	0.0
ERR6421815	7363	0.0	0.0
ERR10665292	7364	0.0	0.0
ERR5025733	7364	0.0	0.0
ERR6444963	7364	0.0	0.0
ERR7107271	7364	0.0	0.0
ERR6770028	7364	0.0	0.0
ERR6348731	7365	0.0	0.0
ERR6770028	7365	0.0	0.0
ERR5025733	7365	0.0	0.0
ERR7352067	7365	0.0	0.0
ERR6444963	7365	0.0	0.0
SRR22119725	7366	0.0	0.0
ERR5025733	7366	0.0	0.0
ERR6770028	7366	0.0	0.0
ERR6586663	7366	0.0	0.0
ERR6421815	7366	0.0	0.0
ERR5025733	7367	0.0	0.0
ERR6586663	7367	0.0	0.0
ERR6542766	7367	0.0	0.0
ERR4640354	7367	0.0	0.0
ERR7107271	7367	0.0	0.0
ERR6586663	7368	0.0	0.0
ERR5025733	7368	0.0	0.0
ERR7107271	7368	0.0	0.0
ERR6770028	7368	0.0	0.0
ERR6542766	7368	0.0	0.0
ERR6348731	7369	0.0	0.0
ERR6542766	7369	0.0	0.0
ERR6770028	7369	0.0	0.0
ERR7107271	7369	0.0	0.0
ERR5025733	7369	0.0	0.0
ERR5025733	7370	0.0	0.0
ERR10665292	7370	0.0	0.0
ERR6586663	7370	0.0	0.0
ERR6444963	7370	0.0	0.0
ERR6421815	7370	0.0	0.0
ERR6117629	7371	0.0	0.0
ERR6586663	7371	0.0	0.0
ERR6770028	7371	0.0	0.0
ERR6348731	7371	0.0	0.0
ERR5025733	7371	0.0	0.0
ERR5025733	7372	0.0	0.0
ERR7352067	7372	0.0	0.0
ERR6542766	7372	0.0	0.0
ERR7107271	7372	0.0	0.0
ERR6421815	7372	0.0	0.0
ERR7139194	7373	0.0	0.0
ERR6348731	7373	0.0	0.0
ERR6586663	7373	0.0	0.0
ERR5025733	7373	0.0	0.0
ERR6770028	7373	0.0	0.0
ERR6770028	7374	0.0	0.0
ERR6542766	7374	0.0	0.0
ERR6348731	7374	0.0	0.0
ERR5025733	7374	0.0	0.0
ERR6586663	7374	0.006533	1.0
ERR4640354	7375	0.0	0.0
ERR5025733	7375	0.0	0.0
ERR6770028	7375	0.0	0.0
ERR6542766	7375	0.0	0.0
ERR6348731	7375	0.0	0.0
ERR5025733	7376	0.0	0.0
ERR7107271	7376	0.0	0.0
ERR6421815	7376	0.0	0.0
ERR6586663	7376	0.0	0.0
ERR10665292	7376	0.0	0.0
ERR6421815	7377	0.0	0.0
ERR6770028	7377	0.0	0.0
ERR5025733	7377	0.0	0.0
ERR7139194	7377	0.0	0.0
ERR6542766	7377	0.0	0.0
ERR5025733	7378	0.0	0.0
ERR6193863	7378	0.0	0.0
ERR6586663	7378	0.0	0.0
ERR6348731	7378	0.0	0.0
ERR6770028	7378	0.0	0.0
ERR5025733	7379	0.0	0.0
ERR7352067	7379	0.0	0.0
ERR6770028	7379	0.0	0.0
ERR6586663	7379	0.0	0.0
ERR7107271	7379	0.0	0.0
ERR5025733	7380	0.0	0.0
ERR7107271	7380	0.0	0.0
ERR6348731	7380	0.0	0.0
ERR6444963	7380	0.0	0.0
ERR6770028	7380	0.0	0.0
ERR5025733	7381	0.0	0.0
ERR6770028	7381	0.0	0.0
ERR6586663	7381	0.0	0.0
ERR10149763	7381	0.0	0.0
ERR7107271	7381	0.0	0.0
ERR6770028	7382	0.0	0.0
ERR6348731	7382	0.0	0.0
ERR5025733	7382	0.0	0.0
ERR6586663	7382	0.001994	65.0
ERR7107271	7382	0.0	0.0
ERR6586663	7383	0.0	0.0
ERR6348731	7383	0.0	0.0
ERR5025733	7383	0.0	0.0
ERR6421815	7383	0.0	0.0
ERR6444963	7383	0.0	0.0
ERR4640354	7384	0.0	0.0
ERR5025733	7384	0.0	0.0
ERR4640271	7384	0.0	0.0
ERR6421815	7384	0.0	0.0
ERR6770028	7384	0.0	0.0
ERR6586663	7385	0.0	0.0
ERR6770028	7385	0.0	0.0
ERR6444963	7385	0.0	0.0
SRR20344495	7385	0.0	0.0
ERR5025733	7385	0.0	0.0
ERR6421815	7386	0.0	0.0
ERR7107271	7386	0.0	0.0
ERR5025733	7386	0.0	0.0
ERR6586663	7386	0.0	0.0
ERR10665292	7386	0.0	0.0
ERR5025733	7387	0.0	0.0
ERR7107271	7387	0.0	0.0
ERR6542766	7387	0.0	0.0
ERR6770028	7387	0.0	0.0
ERR6421815	7387	0.0	0.0
ERR6444963	7388	0.0	0.0
ERR10665292	7388	0.0	0.0
ERR5025733	7388	0.0	0.0
ERR6770028	7388	0.0	0.0
ERR7107271	7388	0.001388	40.0
ERR5025733	7389	0.0	0.0
ERR6348731	7389	0.0	0.0
ERR6586663	7389	0.0	0.0
ERR6421815	7389	0.0	0.0
ERR4640271	7389	0.0	0.0
ERR6542766	7390	0.0	0.0
ERR6117629	7390	0.0	0.0
ERR6586663	7390	0.0	0.0
ERR5025733	7390	0.0	0.0
ERR6348731	7390	0.0	0.0
ERR5025733	7391	0.0	0.0
ERR6770028	7391	0.0	0.0
ERR4640354	7391	0.0	0.0
ERR6542766	7391	0.0	0.0
ERR6348731	7391	0.0	0.0
ERR5025733	7392	0.0	0.0
ERR6542766	7392	0.0	0.0
ERR6193863	7392	0.0	0.0
ERR6770028	7392	0.0	0.0
ERR6586663	7392	0.0	0.0
ERR6770028	7393	0.0	0.0
ERR5025733	7393	0.0	0.0
ERR6586663	7393	0.0	0.0
ERR10665292	7393	0.0	0.0
ERR6421815	7393	0.0	0.0
ERR6348731	7394	0.0	0.0
ERR6770028	7394	0.0	0.0
ERR4640354	7394	0.0	0.0
ERR7107271	7394	0.0	0.0
ERR5025733	7394	0.0	0.0
ERR7139194	7395	0.0	0.0
ERR6421815	7395	0.0	0.0
ERR6770028	7395	0.0	0.0
ERR5025733	7395	0.0	0.0
ERR6586663	7395	0.0	0.0
ERR6770028	7396	0.0	0.0
ERR5025733	7396	0.0	0.0
ERR7107271	7396	0.0	0.0
ERR4640271	7396	0.0	0.0
ERR10665292	7396	0.0	0.0
ERR6770028	7397	0.0	0.0
ERR6542766	7397	0.0	0.0
ERR5025733	7397	0.0	0.0
ERR6586663	7397	0.0	0.0
ERR6421815	7397	0.0	0.0
ERR5025733	7398	0.0	0.0
ERR6770028	7398	0.0	0.0
ERR6586663	7398	0.0	0.0
ERR6542766	7398	0.0	0.0
ERR6348731	7398	0.0	0.0
ERR6117629	7399	0.0	0.0
ERR6586663	7399	0.0	0.0
ERR6421815	7399	0.0	0.0
ERR5025733	7399	0.0	0.0
ERR6770028	7399	0.0	0.0
ERR6770028	7400	0.0	0.0
ERR6348731	7400	0.0	0.0
ERR10665292	7400	0.0	0.0
ERR5025733	7400	0.0	0.0
ERR6542766	7400	0.0	0.0
ERR6542766	7401	0.0	0.0
ERR5025733	7401	0.0	0.0
ERR6586663	7401	0.0	0.0
ERR6348731	7401	0.0	0.0
ERR6444963	7401	0.0	0.0
ERR7107271	7402	0.0	0.0
ERR6421815	7402	0.0	0.0
ERR6348731	7402	0.0	0.0
ERR5025733	7402	0.0	0.0
ERR6586663	7402	0.0	0.0
ERR5025733	7403	0.0	0.0
ERR6586663	7403	0.0	0.0
ERR6193863	7403	0.0	0.0
ERR6348731	7403	0.0	0.0
SRR21977123	7403	0.0	0.0
ERR6444963	7404	0.0	0.0
ERR6586663	7404	0.0	0.0
ERR10658645	7404	0.0	0.0
ERR6770028	7404	0.002699	9.0
ERR5025733	7404	0.0	0.0
ERR4640271	7405	0.0	0.0
ERR6770028	7405	0.0	0.0
ERR5025733	7405	0.0	0.0
ERR6586663	7405	0.0	0.0
ERR6542766	7405	0.0	0.0
ERR7118029	7406	0.0	0.0
ERR5025733	7406	0.0	0.0
ERR6770028	7406	0.0	0.0
ERR6348731	7406	0.0	0.0
ERR6586663	7406	0.0	0.0
ERR6348731	7407	0.0	0.0
ERR6444963	7407	0.0	0.0
ERR6586663	7407	0.0	0.0
ERR5025733	7407	0.0	0.0
ERR7139194	7407	0.0	0.0
ERR6348731	7408	0.0	0.0
ERR5025733	7408	0.0	0.0
ERR6770028	7408	0.0	0.0
ERR10665292	7408	0.0	0.0
ERR6421815	7408	0.0	0.0
ERR6770028	7409	0.0	0.0
ERR6348731	7409	0.0	0.0
ERR6421815	7409	0.0	0.0
ERR5025733	7409	0.0	0.0
ERR6586663	7409	0.00058	25.0
ERR6770028	7410	0.0	0.0
ERR5025733	7410	0.0	0.0
ERR6586663	7410	0.0	0.0
ERR7107271	7410	0.0	0.0
ERR4640271	7410	0.0	0.0
ERR5025733	7411	0.0	0.0
ERR6348731	7411	0.0	0.0
ERR6586663	7411	0.0	0.0
ERR7107271	7411	0.0	0.0
ERR6770028	7411	0.0	0.0
ERR6586663	7412	0.0	0.0
ERR6770028	7412	0.0	0.0
ERR6193863	7412	0.0	0.0
SRR21977123	7412	0.0	0.0
ERR5025733	7412	0.0	0.0
ERR6421815	7413	0.0	0.0
ERR7352067	7413	0.0	0.0
ERR4640271	7413	0.0	0.0
ERR6770028	7413	0.0	0.0
ERR5025733	7413	0.0	0.0
ERR6586663	7414	0.0	0.0
ERR5025733	7414	0.0	0.0
ERR7352067	7414	0.0	0.0
ERR6770028	7414	0.0	0.0
ERR6421815	7414	0.0	0.0
ERR5025733	7415	0.0	0.0
ERR6770028	7415	0.0	0.0
ERR6586663	7415	0.0	0.0
ERR6348731	7415	0.0	0.0
ERR6542766	7415	0.0	0.0
ERR6348731	7416	0.0	0.0
ERR6542766	7416	0.0	0.0
ERR10665292	7416	0.0	0.0
ERR5025733	7416	0.0	0.0
ERR6586663	7416	0.0	0.0
ERR7352067	7417	0.0	0.0
ERR6770028	7417	0.0	0.0
ERR5025733	7417	0.0	0.0
ERR6348731	7417	0.0	0.0
ERR7118029	7417	0.0	0.0
ERR6348731	7418	0.0	0.0
ERR5025733	7418	0.0	0.0
ERR10665292	7418	0.0	0.0
ERR6542766	7418	0.0	0.0
ERR6586663	7418	0.0	0.0
ERR7139194	7419	0.0	0.0
ERR6444963	7419	0.0	0.0
ERR6770028	7419	0.0	0.0
ERR5025733	7419	0.0	0.0
ERR6586663	7419	0.0	0.0
ERR6586663	7420	0.0	0.0
ERR6542766	7420	0.0	0.0
ERR6117629	7420	0.0	0.0
ERR4640354	7420	0.0	0.0
ERR5025733	7420	0.0	0.0
ERR6421815	7421	0.0	0.0
ERR6586663	7421	0.0	0.0
ERR6542766	7421	0.0	0.0
ERR7352067	7421	0.0	0.0
ERR5025733	7421	0.0	0.0
SRR21977123	7422	0.0	0.0
ERR6770028	7422	0.0	0.0
ERR5025733	7422	0.0	0.0
ERR7139194	7422	0.0	0.0
ERR6328065	7422	0.0	0.0
ERR6586663	7423	0.0	0.0
ERR6348731	7423	0.0	0.0
ERR10665292	7423	0.0	0.0
ERR6542766	7423	0.0	0.0
ERR5025733	7423	0.0	0.0
ERR5025733	7424	0.0	0.0
ERR4640354	7424	0.0	0.0
ERR6348731	7424	0.0	0.0
ERR6586663	7424	0.0	0.0
SRR21977123	7424	0.0	0.0
ERR5025733	7425	0.0	0.0
ERR6770028	7425	0.0	0.0
ERR6444963	7425	0.0	0.0
ERR6542766	7425	0.0	0.0
ERR6586663	7425	0.0	0.0
ERR5025733	7426	0.0	0.0
ERR6542766	7426	0.0	0.0
ERR6770028	7426	0.0	0.0
ERR4640354	7426	0.0	0.0
ERR6586663	7426	0.0	0.0
ERR6542766	7427	0.0	0.0
ERR7118029	7427	0.0	0.0
ERR6770028	7427	0.0	0.0
ERR5025733	7427	0.0	0.0
ERR6586663	7427	0.0	0.0
ERR6586663	7428	0.0	0.0
ERR6348731	7428	0.0	0.0
ERR6770028	7428	0.0	0.0
ERR7107271	7428	0.0	0.0
ERR5025733	7428	0.0	0.0
ERR6770028	7429	0.0	0.0
ERR6586663	7429	0.0	0.0
ERR5025733	7429	0.0	0.0
ERR6542766	7429	0.0	0.0
ERR6348731	7429	0.0	0.0
ERR6770028	7430	0.0	0.0
SRR21977123	7430	0.0	0.0
ERR5025733	7430	0.0	0.0
ERR4640354	7430	0.0	0.0
ERR6542766	7430	0.0	0.0
ERR10665292	7431	0.0	0.0
ERR4640354	7431	0.0	0.0
ERR5025733	7431	0.0	0.0
ERR6770028	7431	0.0	0.0
ERR6421815	7431	0.0	0.0
ERR6348731	7432	0.0	0.0
ERR6770028	7432	0.0	0.0
ERR6586663	7432	0.0	0.0
ERR6542766	7432	0.0	0.0
ERR5025733	7432	0.0	0.0
SRR21977123	7433	0.0	0.0
ERR6421815	7433	0.0	0.0
ERR5025733	7433	0.0	0.0
ERR6444963	7433	0.0	0.0
ERR6770028	7433	0.0	0.0
ERR5025733	7434	0.0	0.0
ERR6770028	7434	0.0	0.0
ERR6444963	7434	0.0	0.0
ERR6348731	7434	0.0029	0.0
ERR7107271	7434	0.000759	0.0
ERR7107271	7435	0.0	0.0
ERR6586663	7435	0.0	0.0
ERR5025733	7435	0.0	0.0
ERR6542766	7435	0.0	0.0
ERR6421815	7435	0.0	0.0
ERR5025733	7436	0.0	0.0
ERR6586663	7436	0.0	0.0
ERR10665292	7436	0.0	0.0
ERR6770028	7436	0.0	0.0
ERR6348731	7436	0.001508	0.0
ERR5025733	7437	0.0	0.0
ERR6770028	7437	0.0	0.0
ERR7118029	7437	0.0	0.0
ERR6421815	7437	0.0	0.0
ERR6586663	7437	0.0	0.0
ERR6348731	7438	0.0	0.0
ERR6421815	7438	0.0	0.0
ERR7107271	7438	0.0	0.0
ERR6586663	7438	0.0	0.0
ERR5025733	7438	0.0	0.0
ERR7107271	7439	0.0	0.0
ERR6586663	7439	0.0	0.0
ERR10665292	7439	0.0	0.0
ERR6421815	7439	0.0	0.0
ERR5025733	7439	0.0	0.0
ERR6770028	7440	0.0	0.0
ERR5025733	7440	0.0	0.0
ERR6542766	7440	0.0	0.0
SRR20344495	7440	0.0	0.0
ERR7352067	7440	0.0	0.0
ERR6348731	7441	0.0	0.0
ERR6444963	7441	0.0	0.0
ERR6770028	7441	0.0	0.0
ERR7107271	7441	0.0	0.0
ERR5025733	7441	0.0	0.0
ERR7107271	7442	0.0	0.0
ERR6348731	7442	0.0	0.0
ERR6586663	7442	0.0	0.0
ERR5025733	7442	0.0	0.0
ERR6770028	7442	0.0	0.0
ERR10658645	7443	0.0	0.0
ERR5025733	7443	0.0	0.0
ERR6421815	7443	0.0	0.0
ERR6770028	7443	0.0	0.0
ERR6586663	7443	0.0	0.0
ERR6586663	7444	0.0	0.0
ERR5025733	7444	0.0	0.0
ERR6421815	7444	0.0	0.0
ERR6348731	7444	0.0	0.0
ERR6444963	7444	0.0	0.0
ERR6348731	7445	0.0	0.0
ERR6586663	7445	0.0	0.0
ERR6770028	7445	0.0	0.0
ERR5025733	7445	0.0	0.0
ERR6542766	7445	0.0	0.0
ERR7139194	7446	0.0	0.0
ERR6770028	7446	0.0	0.0
ERR6348731	7446	0.0	0.0
ERR7107271	7446	0.0	0.0
ERR5025733	7446	0.0	0.0
ERR6770028	7447	0.0	0.0
ERR5025733	7447	0.0	0.0
ERR6542766	7447	0.0	0.0
ERR6586663	7447	0.0	0.0
ERR7107271	7447	0.0	0.0
ERR6770028	7448	0.0	0.0
ERR5025733	7448	0.0	0.0
ERR6348731	7448	0.0	0.0
ERR7107271	7448	0.0	0.0
ERR6586663	7448	0.0	0.0
ERR6421815	7449	0.0	0.0
ERR4640271	7449	0.0	0.0
ERR5025733	7449	0.0	0.0
ERR6770028	7449	0.0	0.0
ERR6542766	7449	0.0	0.0
ERR5025733	7450	0.0	0.0
ERR7352067	7450	0.0	0.0
ERR6117629	7450	0.0	0.0
ERR6328065	7450	0.0	0.0
ERR6586663	7450	0.0	0.0
ERR10665292	7451	0.0	0.0
ERR5025733	7451	0.0	0.0
SRR21977123	7451	0.0	0.0
SRR20344495	7451	0.0	0.0
ERR6348731	7451	0.0	0.0
ERR6421815	7452	0.0	0.0
ERR6542766	7452	0.0	0.0
ERR5025733	7452	0.0	0.0
ERR6586663	7452	0.0	0.0
ERR7139194	7452	0.0	0.0
ERR6770028	7453	0.0	0.0
ERR6421815	7453	0.0	0.0
SRR21977123	7453	0.0	0.0
ERR5025733	7453	0.0	0.0
ERR6586663	7453	0.0	0.0
ERR7107271	7454	0.0	0.0
ERR6770028	7454	0.0	0.0
ERR6586663	7454	0.0	0.0
ERR6542766	7454	0.0	0.0
ERR5025733	7454	0.0	0.0
ERR6542766	7455	0.0	0.0
ERR7139194	7455	0.0	0.0
ERR5025733	7455	0.0	0.0
ERR6770028	7455	0.0	0.0
ERR6586663	7455	0.0	0.0
SRR21977123	7456	0.0	0.0
ERR6770028	7456	0.0	0.0
ERR6586663	7456	0.0	0.0
ERR5025733	7456	0.0	0.0
ERR6542766	7456	0.0	0.0
ERR6348731	7457	0.0	0.0
ERR6542766	7457	0.0	0.0
ERR5025733	7457	0.0	0.0
ERR6586663	7457	0.0	0.0
ERR6770028	7457	0.0	0.0
ERR6586663	7458	0.0	0.0
ERR6770028	7458	0.0	0.0
ERR5025733	7458	0.0	0.0
ERR6348731	7458	0.0	0.0
ERR6421815	7458	0.0	0.0
ERR6770028	7459	0.0	0.0
ERR5025733	7459	0.0	0.0
ERR6586663	7459	0.0	0.0
ERR10665292	7459	0.0	0.0
ERR6542766	7459	0.0	0.0
ERR5025733	7460	0.0	0.0
ERR6348731	7460	0.0	0.0
SRR21977123	7460	0.0	0.0
ERR6770028	7460	0.0	0.0
ERR6586663	7460	0.0	0.0
ERR6586663	7461	0.0	0.0
ERR6770028	7461	0.0	0.0
ERR6348731	7461	0.0	0.0
ERR5025733	7461	0.0	0.0
ERR6421815	7461	0.0	0.0
ERR5025733	7462	0.0	0.0
ERR6348731	7462	0.0	0.0
ERR7107271	7462	0.0	0.0
ERR6586663	7462	0.0	0.0
ERR6770028	7462	0.0	0.0
ERR7139194	7463	0.0	0.0
ERR5025733	7463	0.0	0.0
ERR6421815	7463	0.0	0.0
ERR6348731	7463	0.0	0.0
ERR6770028	7463	0.0	0.0
ERR6421815	7464	0.0	0.0
ERR6348731	7464	0.0	0.0
ERR6586663	7464	0.0	0.0
ERR5025733	7464	0.0	0.0
ERR10658645	7464	0.0	0.0
ERR6586663	7465	0.0	0.0
ERR5025733	7465	0.0	0.0
ERR6770028	7465	0.0	0.0
ERR4640354	7465	0.0	0.0
ERR6542766	7465	0.0	0.0
ERR10665292	7466	0.0	0.0
ERR5025733	7466	0.0	0.0
ERR6586663	7466	0.0	0.0
ERR6348731	7466	0.0	0.0
ERR4640354	7466	0.0	0.0
SRR21977123	7467	0.0	0.0
ERR6348731	7467	0.0	0.0
ERR5025733	7467	0.0	0.0
ERR6770028	7467	0.0	0.0
ERR6421815	7467	0.0	0.0
ERR6770028	7468	0.0	0.0
ERR6542766	7468	0.0	0.0
ERR4640271	7468	0.0	0.0
ERR6586663	7468	0.0	0.0
ERR5025733	7468	0.0	0.0
ERR6542766	7469	0.0	0.0
ERR6770028	7469	0.0	0.0
ERR5025733	7469	0.0	0.0
ERR7118029	7469	0.0	0.0
ERR6348731	7469	0.0	0.0
ERR5025733	7470	0.0	0.0
ERR6586663	7470	0.0	0.0
ERR6770028	7470	0.0	0.0
ERR10665292	7470	0.0	0.0
ERR6542766	7470	0.0	0.0
ERR6348731	7471	0.0	0.0
ERR6542766	7471	0.0	0.0
ERR5025733	7471	0.0	0.0
ERR6770028	7471	0.0	0.0
ERR6586663	7471	0.0	0.0
ERR6770028	7472	0.0	0.0
ERR5025733	7472	0.0	0.0
ERR6586663	7472	0.0	0.0
ERR6348731	7472	0.0	0.0
ERR6328065	7472	0.0	0.0
ERR6444963	7473	0.0	0.0
ERR6542766	7473	0.0	0.0
ERR7139194	7473	0.0	0.0
ERR10665292	7473	0.0	0.0
ERR5025733	7473	0.0	0.0
ERR6770028	7474	0.0	0.0
ERR7940747	7474	0.0	0.0
ERR7352067	7474	0.0	0.0
ERR10665292	7474	0.0	0.0
ERR5025733	7474	0.0	0.0
ERR6770028	7475	0.0	0.0
ERR6348731	7475	0.0	0.0
ERR6421815	7475	0.0	0.0
ERR5025733	7475	0.0	0.0
ERR6586663	7475	0.0	0.0
ERR5025733	7476	0.0	0.0
ERR6348731	7476	0.0	0.0
ERR6542766	7476	0.0	0.0
ERR6117629	7476	0.0	0.0
ERR6770028	7476	0.0	0.0
ERR7118029	7477	0.0	0.0
ERR5025733	7477	0.0	0.0
ERR6586663	7477	0.0	0.0
ERR6348731	7477	0.0	0.0
ERR7352067	7477	0.0	0.0
ERR6348731	7478	0.0	0.0
ERR7107271	7478	0.0	0.0
ERR7118029	7478	0.0	0.0
ERR5025733	7478	0.0	0.0
ERR6542766	7478	0.0	0.0
ERR6770028	7479	0.0	0.0
ERR6586663	7479	0.0	0.0
ERR5025733	7479	0.0	0.0
ERR6542766	7479	0.0	0.0
ERR6421815	7479	0.0	0.0
ERR7107271	7480	0.0	0.0
SRR21977123	7480	0.0	0.0
ERR5025733	7480	0.0	0.0
ERR6421815	7480	0.0	0.0
ERR6770028	7480	0.0	0.0
ERR6586663	7481	0.0	0.0
ERR6421815	7481	0.0	0.0
ERR6770028	7481	0.0	0.0
ERR6542766	7481	0.0	0.0
ERR5025733	7481	0.0	0.0
ERR5025733	7482	0.0	0.0
ERR4640271	7482	0.0	0.0
ERR6770028	7482	0.0	0.0
ERR6586663	7482	0.0	0.0
ERR6348731	7482	0.0	0.0
ERR7107271	7483	0.0	0.0
ERR6348731	7483	0.0	0.0
ERR6542766	7483	0.0	0.0
ERR6770028	7483	0.0	0.0
ERR5025733	7483	0.0	0.0
ERR7139194	7484	0.0	0.0
ERR6348731	7484	0.0	0.0
ERR6770028	7484	0.0	0.0
ERR5025733	7484	0.0	0.0
ERR6444963	7484	0.0	0.0
ERR6586663	7485	0.0	0.0
ERR10665292	7485	0.0	0.0
ERR5025733	7485	0.0	0.0
ERR6542766	7485	0.0	0.0
ERR6770028	7485	0.0	0.0
ERR7107271	7486	0.0	0.0
ERR6770028	7486	0.0	0.0
ERR5025733	7486	0.0	0.0
ERR6586663	7486	0.0	0.0
SRR21977123	7486	0.0	0.0
ERR6770028	7487	0.0	0.0
ERR6328065	7487	0.0	0.0
ERR6542766	7487	0.0	0.0
ERR6348731	7487	0.0	0.0
ERR5025733	7487	0.0	0.0
ERR10149763	7488	0.0	0.0
ERR6586663	7488	0.0	0.0
ERR5025733	7488	0.0	0.0
ERR7107271	7488	0.0	0.0
ERR6421815	7488	0.0	0.0
ERR6542766	7489	0.0	0.0
ERR5025733	7489	0.0	0.0
ERR7139194	7489	0.0	0.0
ERR6770028	7489	0.0	0.0
ERR6586663	7489	0.0	0.0
