ID	Position	position	nucleotide_martin	nucleotide_origin	label	label2	label_mar	label_ori
SRR21505726	4691							
SRR21515157	29870							
ERR10214342	78							
ERR10214342	16386							
ERR10214464	21294							
ERR10214469	25							
ERR10213985	25							
ERR10039115	543							
SRR21304170	6542							
SRR21704921	26577							
SRR21704921	28514							
SRR22470172	25046							
SRR22470172	25049							
SRR22470172	25050							
SRR22549559	28920							
SRR22470631	19278							
SRR22470631	19279							
SRR22470631	19283							
SRR21035970	24371							
SRR21586017	197							
SRR20909896	23457							
SRR21746655	28001							
SRR21777405	6542							
SRR21808140	3775							
SRR21808140	15093							
SRR21702718	28915							
SRR21704835	23854							
SRR22238121	591							
SRR21514620	14845							
SRR20908797	25475							
SRR21899415	1678							
SRR21212256	23948							
ERR10022529	15521							
SRR20741589	2323							
SRR21040409	23948							
SRR21486644	23854							
SRR21738525	28915							
SRR21305858	6542							
SRR19993388	5575							
SRR19993403	23604							
SRR19993588	5575							
SRR23067235	118							
ERR10039836	9671							
SRR21513801	6542							
SRR21305541	21255							
ERR10214236	15521							
SRR21304563	6542							
SRR20741598	23948							
SRR20748010	23948							
SRR21458858	23948							
SRR21792246	6542							
SRR21308360	3218							
SRR22391867	6261							
SRR22085161	28655							
ERR10023063	15521							
SRR22239146	23948							
SRR22116226	6542							
SRR20748219	23948							
SRR21513644	6542							
SRR23643903	29868							
SRR22005235	24591							
SRR21455502	6542							
SRR21455502	29870							
SRR21799797	18024							
SRR21799797	23854							
SRR21799797	28915							
SRR21799797	28920							
SRR21459364	23948							
ERR10022613	15521							
SRR22092899	18369							
SRR20741792	28245							
SRR20741792	28254							
SRR21514737	18330							
SRR21666333	26395							
SRR22508052	2236							
SRR22249192	29868							
SRR21712369	29266							
SRR21703633	3548							
SRR21703633	15521							
ERR10213944	25							
ERR10214534	21294							
ERR10214167	23854							
ERR10214551	26510							
ERR10214503	25							
ERR10214503	78							
ERR10214503	16386							
SRR21456108	6542							
SRR21456108	29870							
SRR20990115	1164							
SRR20990115	7216							
SRR20990115	27553							
SRR20292391	12746							
SRR21671299	26029							
SRR20918602	23948							
SRR21456476	6542							
SRR21456476	27675							
SRR21768927	417							
SRR21611744	6542							
SRR21514963	29870							
SRR23064028	12039							
SRR23064028	28915							
ERR10020733	25							
ERR10020733	234							
SRR22470751	18024							
SRR22470751	23854							
SRR21901043	3694							
ERR10213739	15521							
ERR10023171	16386							
SRR21692280	6542							
SRR21737652	29868							
ERR10022826	25							
ERR10180661	25							
ERR10180661	15521							
ERR10023408	15521							
SRR21042932	22029							
SRR21497676	29868							
SRR21497676	29870							
SRR21610722	14225							
SRR20862370	18024							
SRR20862370	28915							
SRR21304028	354							
SRR21455591	6542							
SRR21821831	29870							
SRR22119081	22786							
ERR10023598	15521							
SRR22000549	8665							
SRR21611169	6542							
ERR10214477	6747							
ERR10214477	15521							
SRR22003365	24203							
SRR22255038	395							
SRR22296047	23948							
SRR22011453	6747							
SRR22011453	23948							
SRR22092390	14231							
ERR10024314	25							
ERR10024314	78							
ERR10024314	1303							
ERR10024314	15521							
ERR10022673	21294							
SRR21794086	1678							
ERR10022006	23854							
ERR10022006	25166							
SRR21497913	23572							
ERR10220119	22786							
SRR20919300	22094							
SRR20908194	29714							
SRR21746498	21624							
SRR21718753	1952							
ERR10024647	23854							
SRR21693941	6542							
ERR10032111	15521							
ERR10032111	23854							
SRR21516160	23948							
ERR10023199	24680							
ERR10031783	16386							
ERR10031783	21294							
SRR21894125	10423							
SRR20918619	23948							
SRR21810966	6747							
SRR20908348	3940							
SRR21304855	29870							
SRR21867211	6542							
SRR21304852	6542							
SRR21517006	6747							
SRR21306804	22786							
SRR21792332	6542							
SRR20747563	23948							
SRR21746937	4007							
SRR21746937	22599							
ERR10219351	78							
SRR20294262	27559							
SRR21022393	23202							
SRR21022393	23948							
SRR21139886	27836							
SRR21305319	6542							
SRR21817625	22108							
SRR21817625	27476							
SRR21306031	25470							
ERR10230596	18512							
SRR21306179	29870							
SRR20748026	23948							
SRR21212399	23614							
SRR20884770	23948							
SRR20016793	29870							
SRR21894145	9246							
SRR21894145	9249							
SRR21894145	10423							
SRR21769581	23105							
SRR21769574	26951							
SRR21769756	3683							
SRR19991009	21255							
SRR19991009	29868							
SRR20751373	4946							
SRR20751373	29394							
SRR20751548	28563							
SRR21834181	28915							
SRR21834181	28920							
SRR20742437	23948							
ERR10679954	22560							
ERR10021103	23854							
SRR22119240	22786							
SRR20910161	25047							
ERR10024239	25							
ERR10024239	234							
SRR21792183	6542							
ERR10032002	23854							
ERR10032002	25471							
ERR10022467	25							
ERR10023798	23854							
SRR20909140	6542							
SRR23470785	16977							
SRR23470785	27257							
SRR23470792	23728							
SRR22161621	22786							
SRR21508646	2236							
SRR21357101	26577							
SRR21357008	18024							
SRR21357008	19278							
SRR21357008	19279							
SRR21357008	19283							
SRR21508284	2236							
SRR21212200	23948							
SRR22119274	22786							
SRR21457724	23948							
SRR20833439	21746							
SRR21821822	4199							
SRR21691856	6542							
SRR21691856	29190							
SRR21695665	21336							
SRR21001160	25441							
SRR21041358	23948							
SRR22465114	27139							
SRR21232383	9336							
SRR21904598	24844							
SRR21904598	24849							
SRR21672406	28915							
SRR21704854	23854							
SRR21783566	25043							
SRR21884049	5000							
SRR21884049	28915							
SRR21703991	23854							
SRR21611087	21304							
SRR21728595	22599							
SRR21611995	6542							
SRR20908792	29870							
SRR21455546	7069							
SRR21612434	6542							
SRR22005284	17734							
SRR21305648	21258							
SRR21512992	6542							
SRR19950755	1405							
SRR22249331	417							
SRR22249331	29870							
SRR21801949	28878							
SRR21719287	22786							
SRR22118987	22786							
SRR22708732	28920							
SRR22120035	22786							
SRR20917223	23948							
SRR22395056	12703							
SRR21611492	6542							
SRR21611492	29870							
SRR21886931	27675							
SRR21693178	6542							
SRR21711353	5790							
SRR21711353	11785							
SRR22005737	22745							
SRR21894120	10423							
SRR21036405	15105							
SRR21036405	29870							
SRR21611262	6542							
SRR22238706	23948							
SRR22549682	28915							
SRR21455916	6542							
SRR20909866	29865							
SRR21612277	6542							
SRR22741873	25470							
SRR23447272	18024							
SRR23447272	28915							
SRR22011473	13639							
SRR21716847	10684							
SRR21517073	1678							
SRR22111041	1931							
SRR22908003	76							
SRR22908003	8026							
SRR22908003	28920							
SRR22743992	21568							
SRR22059632	22108							
SRR22093142	29166							
SRR22011418	26029							
SRR21864028	10423							
SRR21677702	953							
SRR22483598	28920							
SRR21305650	6542							
SRR21738001	29870							
SRR22060434	26029							
SRR21704624	18024							
SRR21704624	26577							
SRR21904560	18024							
SRR21904560	23854							
SRR21904560	28915							
SRR21904560	28920							
SRR21702644	28915							
SRR22037348	6409							
SRR21146133	18024							
SRR21146133	27144							
SRR21146133	28915							
ERR10024252	25							
ERR10022331	15521							
ERR10658438	28878							
SRR19907175	417							
SRR19907175	29870							
SRR22291493	24404							
SRR20915797	23948							
ERR10214153	6747							
ERR10214153	15521							
SRR22003463	27535							
SRR21534874	22786							
ERR10031602	4200							
ERR10220183	22205							
SRR21915242	25325							
SRR20012015	25327							
SRR20884759	28857							
SRR21799830	20543							
SRR21563916	25094							
SRR21458323	361							
SRR21458323	28631							
SRR21513129	6542							
SRR20915564	23948							
SRR21459033	23948							
SRR21304565	6542							
SRR22237320	11522							
SRR20831054	24655							
SRR21759725	29870							
SRR21007905	22786							
SRR21718209	29868							
SRR22238697	23948							
SRR20869807	2236							
SRR21486551	18024							
SRR21486551	18656							
SRR21486551	18657							
SRR21486551	23854							
SRR21486551	28915							
SRR21692561	6542							
SRR22003343	1252							
ERR10187392	22786							
ERR10020608	21294							
SRR21456164	6542							
SRR21456164	6544							
SRR21456164	21304							
SRR21702801	29868							
SRR21704241	78							
SRR21704241	27144							
SRR21704241	28878							
ERR10022848	4576							
ERR10022848	4579							
ERR10215414	15521							
SRR20990305	23003							
ERR10021161	23854							
SRR21036822	6542							
ERR10023396	15521							
SRR21222201	27641							
SRR20291381	12480							
SRR21704306	28920							
SRR21704768	78							
SRR21704768	25043							
SRR21702608	23854							
SRR21703929	2790							
SRR21703929	23854							
SRR21703398	28915							
SRR22005326	28254							
ERR10164556	26846							
SRR21867030	2401							
ERR10187455	22786							
ERR10187455	23202							
ERR10219302	27532							
SRR22113825	1931							
ERR10658741	4991							
SRR21791618	6542							
SRR21222650	28884							
SRR21306322	6542							
ERR10216304	22786							
SRR21784666	2236							
ERR10022039	2790							
ERR10022039	15521							
SRR21456446	6542							
SRR21035930	6542							
SRR21610656	3877							
ERR10031571	12422							
ERR10031571	15521							
SRR22908769	21424							
SRR23152572	23854							
ERR10021475	21225							
SRR21538863	25470							
SRR21867129	6542							
SRR22063641	417							
SRR22063641	29868							
SRR22063641	29870							
SRR20990452	1164							
SRR20990452	20576							
SRR22120156	22786							
SRR21457960	11							
SRR21456099	6542							
ERR10219468	3995							
ERR10219468	28353							
ERR10022944	12467							
SRR21220620	28067							
SRR21777403	6542							
ERR10219659	25162							
ERR10219659	25163							
SRR21512853	6542							
SRR21777372	6542							
SRR21777372	29870							
SRR22239427	21774							
SRR21881802	21617							
SRR21881802	22033							
SRR21612593	6542							
SRR20291711	15621							
ERR10187623	18254							
SRR21794145	28878							
ERR10221216	22786							
SRR21670034	2893							
SRR21139829	22487							
SRR21042641	12254							
ERR10167590	24815							
SRR21702663	25247							
SRR21704232	23854							
ERR10023689	78							
ERR10180952	25							
ERR10180952	23854							
ERR10214473	78							
ERR10214473	6747							
ERR10214473	9168							
ERR10214473	21294							
ERR10031705	1678							
ERR10031705	12989							
SRR21868439	20138							
SRR21868439	25696							
SRR21704414	18024							
SRR21704414	23854							
SRR21220256	27532							
SRR20917374	23948							
SRR20915531	23948							
SRR21693407	6542							
SRR21693407	29870							
SRR21703294	18024							
SRR21703294	23854							
SRR21703294	28915							
SRR20917044	23948							
SRR21800876	18666							
SRR21791763	6542							
SRR21834448	25043							
SRR21834448	28915							
SRR21834448	28920							
SRR21572871	174							
SRR21572871	21567							
ERR10024432	3877							
ERR10024432	15521							
SRR22549702	78							
SRR22549702	15521							
SRR22549576	15521							
SRR22549467	28920							
SRR21883527	17722							
SRR22743737	4219							
SRR22549636	28915							
SRR22470171	28915							
SRR22470171	28920							
SRR22470602	78							
SRR22470602	3989							
SRR21152949	13241							
SRR21152949	13243							
SRR22470948	23854							
SRR21704886	27144							
SRR21704886	28915							
SRR21357093	28915							
SRR21458718	563							
SRR20918354	10924							
SRR21530764	27683							
SRR20947682	28920							
SRR21704308	3989							
SRR21704308	20325							
SRR21704308	28915							
ERR10023862	78							
ERR10032274	6240							
ERR10032274	14015							
SRR22577324	23854							
SRR22577304	28915							
SRR21879634	10423							
ERR10215279	22116							
ERR10215408	22786							
SRR21306232	6542							
ERR10213972	25							
ERR10213972	15521							
ERR10213972	23854							
ERR10020798	15521							
ERR10030287	15521							
ERR10030287	21294							
SRR21562729	24844							
SRR21562729	28915							
SRR21512822	18638							
SRR21611964	25847							
SRR21457441	6542							
SRR21041624	24390							
SRR21515967	14845							
SRR22149039	22786							
SRR21486638	9336							
SRR21486638	23854							
SRR21682277	23854							
SRR21682272	28915							
SRR21682272	28920							
SRR22119077	22786							
SRR21522382	12194							
SRR21458610	20989							
SRR20919478	23948							
SRR20429801	27372							
SRR21612705	2051							
SRR20910038	29870							
SRR20908678	3478							
SRR20908678	29870							
SRR22092728	21297							
SRR21693043	6542							
SRR21513847	6542							
SRR21456455	26801							
SRR20909734	29870							
SRR22238788	23277							
SRR21759665	13							
SRR21810790	28877							
SRR21810790	28878							
SRR22120258	22786							
SRR21211738	3706							
SRR21728790	29194							
SRR21512496	6542							
SRR21041766	28644							
SRR20016691	29870							
SRR21835046	11090							
SRR20915673	23948							
SRR22577699	18024							
SRR22577699	28915							
SRR22011455	8653							
SRR21513105	6542							
SRR21702784	24797							
SRR21703687	19278							
SRR21703687	19279							
SRR21703687	19283							
SRR21883424	3989							
SRR21612651	24210							
SRR21304878	29870							
SRR21458447	23948							
SRR22938364	28915							
SRR22938364	28920							
SRR21704753	18024							
SRR21704753	23854							
SRR21704753	28915							
SRR21704753	28920							
SRR22116257	6542							
SRR21304641	29870							
SRR20933364	23111							
SRR21039150	23948							
ERR10221210	22786							
ERR10022465	25							
ERR10149811	119							
ERR10187694	18254							
ERR10216310	22786							
ERR10022899	23854							
ERR10022899	28878							
SRR21555111	21746							
SRR20916673	15847							
SRR22092411	22103							
SRR22743814	23854							
ERR10039099	7382							
ERR10039099	22786							
ERR10149634	4579							
SRR22239587	23948							
SRR20747814	5106							
SRR21221094	9355							
SRR21746437	437							
SRR20908960	20325							
SRR21304066	6542							
SRR22093108	3877							
SRR21041903	362							
SRR20918386	23948							
SRR21512584	6542							
SRR21791322	6542							
SRR20990653	1164							
SRR20990653	4495							
SRR20990653	20576							
SRR20990653	29536							
SRR21305620	27673							
SRR21759589	29870							
SRR21486382	22139							
SRR21703307	18024							
SRR21703307	23854							
SRR21703307	28915							
ERR10187417	28291							
SRR21682250	12							
SRR21682250	13							
SRR21682250	23							
SRR21682250	24							
SRR21682250	18024							
SRR21682250	23854							
ERR10022836	15521							
SRR21757084	13							
SRR21757084	16751							
ERR10030396	2790							
ERR10030396	23854							
SRR22037341	23948							
ERR10706538	15521							
SRR20747367	3907							
SRR22117316	6747							
SRR22037966	23948							
SRR22059647	24146							
SRR21522644	23948							
SRR20909432	6542							
ERR10219303	22940							
ERR10172952	9655							
ERR10180639	15521							
ERR10180639	23854							
SRR20916993	28302							
SRR22239336	23587							
SRR22239336	23948							
SRR21719346	22786							
SRR21455674	6542							
SRR21762167	653							
SRR21538714	25064							
SRR22255130	15521							
SRR21864083	10423							
SRR21294495	19278							
SRR21294495	19279							
SRR21294495	19283							
SRR21294495	23854							
SRR21693511	6542							
SRR20918545	28792							
SRR22294569	28055							
SRR21759312	29870							
SRR21692040	6542							
SRR22431802	1931							
SRR21728996	28048							
SRR21612839	6542							
SRR21612839	26528							
SRR21759439	21871							
SRR22011769	6747							
SRR22011769	23948							
SRR21162632	5378							
SRR22391719	29870							
SRR21562935	28915							
SRR21562935	28920							
SRR21791400	6542							
ERR10213897	78							
ERR10213897	15521							
ERR10213897	23854							
ERR10213897	26736							
SRR22412239	193							
SRR22020294	11662							
SRR21516928	23948							
SRR21612235	7717							
SRR21305667	25273							
SRR20907868	22487							
SRR20907868	25471							
SRR20907889	14314							
SRR21612153	2943							
SRR21612153	6542							
SRR22092531	27436							
ERR10215181	3912							
SRR22317520	72							
SRR22317520	18970							
SRR22391922	29870							
SRR21513064	6542							
SRR21545984	70							
SRR21545984	27081							
ERR10023688	23854							
ERR10024224	15521							
ERR10019847	22786							
SRR21754388	25572							
SRR21792157	6542							
SRR21458355	23948							
SRR21212282	23948							
ERR10021079	23854							
ERR10679938	14960							
ERR10023256	21294							
ERR10024185	15521							
ERR10130253	28386							
ERR10022955	23854							
SRR19914172	15521							
SRR20916586	23948							
SRR20016804	3821							
SRR20917064	23948							
SRR21565993	22599							
SRR20291398	27505							
SRR21042904	23948							
ERR10188539	24102							
SRR21486560	18024							
SRR21486560	23854							
SRR21486560	28915							
SRR22092322	22014							
ERR10188792	10189							
SRR20291684	23216							
SRR21671248	22116							
SRR21834431	26577							
SRR21834431	28915							
SRR20917327	23948							
ERR10030403	23854							
SRR21514238	6542							
SRR20741671	8653							
SRR20741671	23948							
SRR21305292	6542							
SRR21808029	3890							
SRR21808029	22599							
SRR21719453	22786							
SRR21719453	22940							
SRR19949331	29870							
SRR20909195	14646							
SRR20909195	29250							
SRR21522541	27615							
SRR20884773	24998							
SRR20290960	24078							
SRR21042611	21255							
SRR20683950	23948							
SRR20916802	23948							
SRR21666318	2236							
SRR21834390	28915							
SRR21562711	28915							
ERR10024809	15521							
ERR10024809	23854							
ERR10171795	27925							
SRR21211372	26504							
SRR21605358	23629							
SRR21605358	23948							
SRR21023836	23948							
SRR21879657	10423							
ERR10021513	15521							
SRR21759491	42							
ERR10021089	23854							
SRR21563806	23863							
ERR10024452	15521							
ERR10022341	15521							
ERR10021218	15521							
ERR10024593	23854							
SRR21276309	13435							
SRR21276309	18024							
SRR21276309	23854							
ERR10030573	28806							
ERR10022463	18559							
SRR21770394	19885							
SRR21770394	23122							
SRR21746609	11542							
SRR21458022	28254							
SRR20932451	23948							
SRR22239421	23948							
SRR20990029	22612							
SRR20918429	24348							
SRR20918733	1678							
SRR21867671	6542							
SRR22011810	2131							
SRR21040627	23948							
SRR21759512	6542							
ERR10035931	21776							
ERR10387589	21304							
SRR22239823	23948							
ERR10687530	15521							
ERR10687530	23854							
SRR23152555	28915							
SRR22294668	23948							
SRR23612637	12855							
SRR21458160	23948							
ERR10022904	15521							
ERR10022904	23854							
SRR21759820	6542							
SRR21738077	28520							
SRR21611806	6542							
ERR10021497	25							
SRR21611496	6542							
ERR10187515	22786							
SRR22483625	25043							
SRR22483625	28915							
ERR10219727	24358							
ERR10167687	28304							
SRR22846088	10449							
SRR22239899	9249							
SRR22239899	23948							
SRR22239811	23948							
SRR21777464	29870							
SRR20988315	22599							
SRR23063452	4579							
SRR22583068	23007							
SRR22118959	22786							
SRR22743575	18024							
SRR22743575	26577							
SRR22394019	22998							
SRR23109798	21294							
SRR22512417	2236							
SRR21706810	12015							
ERR10022102	24999							
ERR10213927	25							
ERR10213927	15521							
ERR10213927	23854							
ERR10213927	27925							
SRR22740650	10520							
SRR22512411	2236							
SRR23152612	18024							
SRR23152612	28915							
SRR23447289	28915							
SRR23447289	28920							
SRR22743091	2236							
SRR22680054	28250							
SRR22577278	28915							
SRR22549691	15521							
SRR21853054	29870							
SRR21759336	6542							
SRR22807830	28920							
SRR22237318	27675							
SRR21994714	3989							
SRR21994714	25043							
SRR21682241	12039							
SRR21682241	28915							
SRR22938305	19278							
SRR22938305	19279							
SRR22938305	19283							
SRR22743783	28250							
SRR22743783	28920							
SRR22576466	25471							
SRR22934771	14110							
SRR22741859	22136							
SRR22742652	13990							
SRR22092767	1678							
SRR22239801	22973							
SRR23063284	7906							
SRR20932670	1701							
SRR21022394	15521							
SRR20910323	29870							
SRR21152879	18024							
SRR21152879	23854							
SRR21211499	23948							
ERR10022586	15521							
SRR22118320	22786							
SRR22118320	23402							
ERR10214048	1678							
ERR10214048	23854							
ERR10023681	15521							
SRR22092446	23854							
SRR22470250	28915							
ERR10213967	25							
ERR10213967	15521							
ERR10024174	78							
ERR10024174	6180							
ERR10024174	15521							
ERR10024174	27970							
SRR21610419	25166							
SRR21486355	22786							
SRR20917343	23948							
SRR20907858	6542							
SRR21230724	4436							
SRR21497684	29870							
ERR10021197	15521							
ERR10021197	23854							
ERR10021197	29153							
SRR21762096	21304							
SRR21563064	14637							
SRR21563064	28915							
SRR21563064	28920							
SRR21879635	9246							
SRR22092654	25162							
SRR22092654	25163							
SRR20742061	27925							
SRR20908628	6542							
SRR20862364	28915							
SRR22160134	29294							
SRR21455719	6542							
SRR22504012	23853							
SRR21486534	18024							
SRR21486534	23854							
ERR10230620	27382							
SRR21039717	9799							
SRR21211880	8857							
SRR21304466	6542							
ERR10024498	2790							
ERR10024498	23854							
ERR10030301	15521							
SRR21691970	4273							
SRR21691970	6542							
SRR22005605	10259							
SRR22005605	28292							
SRR21457699	25157							
ERR10175220	14142							
ERR10023950	78							
ERR10219065	29153							
SRR22020372	18244							
SRR21042628	23948							
SRR21304745	6542							
SRR21611757	6542							
ERR10221217	22786							
ERR10022835	15521							
ERR10658216	22572							
ERR10658216	22581							
ERR10658216	22664							
SRR22117012	29545							
SRR21694673	26907							
SRR20678710	29870							
SRR21611952	24755							
SRR21539724	23948							
ERR10219299	19868							
SRR20908699	13514							
SRR21740417	1217							
SRR21704253	18024							
SRR21704253	23854							
SRR21512990	13							
SRR21512990	24634							
SRR20918373	23948							
SRR22116348	6542							
SRR21717184	4579							
ERR10023936	15521							
ERR10669226	27800							
ERR10213947	78							
ERR10213947	1405							
ERR10213947	15521							
SRR21504487	22786							
SRR22238332	14741							
SRR21304431	6542							
SRR21304431	29870							
SRR22037003	23202							
SRR22503242	8318							
SRR21456136	6542							
SRR20919118	12015							
SRR22193669	3212							
SRR20910437	6542							
SRR21211419	23948							
SRR20919048	23948							
SRR21305336	29870							
SRR21759961	6542							
SRR20915522	23948							
SRR21759916	6542							
SRR21759916	19397							
ERR10627837	7573							
SRR21777338	6542							
SRR21777338	29870							
SRR21305647	6542							
SRR21459435	11522							
ERR10024537	2790							
ERR10705464	25							
SRR21817600	17215							
SRR19958819	25397							
SRR21513271	6542							
SRR21513714	1111							
SRR21611437	6542							
SRR21612262	29870							
SRR21720232	6542							
ERR10627799	1931							
ERR10627799	8614							
ERR10022838	25							
SRR21770474	29870							
SRR22060100	1931							
SRR21036387	522							
SRR21036387	6542							
SRR21571738	29870							
ERR10022767	15521							
ERR10022767	21294							
ERR10022767	27372							
SRR21704346	19278							
SRR21704346	19279							
SRR21704346	19283							
SRR21139298	28915							
SRR20424024	3989							
SRR20424024	26577							
SRR21294219	23854							
SRR21294602	3663							
SRR21294602	25049							
SRR21294602	25050							
SRR21703778	28915							
SRR21704751	23854							
SRR21704751	26362							
SRR21703580	28878							
SRR21518993	23854							
SRR21294635	28915							
SRR21294358	21255							
SRR21152941	28920							
SRR21704640	23854							
SRR21704640	28915							
SRR21704043	19278							
SRR21704043	19279							
SRR21704043	19283							
SRR20908319	23854							
SRR21294553	3989							
SRR21294553	13241							
SRR21294553	13243							
SRR21294553	26362							
SRR21486376	22786							
SRR20742157	1678							
SRR20742157	23948							
SRR21612664	26504							
SRR21719446	6542							
SRR21456339	26029							
ERR10149768	26846							
SRR20885196	23948							
SRR20885196	28292							
SRR21220930	17139							
SRR21612479	16548							
SRR21265911	23487							
SRR19949918	22484							
SRR21757386	3829							
SRR20908812	29870							
SRR21220764	7774							
SRR21759608	29870							
SRR22382284	23854							
SRR22744235	26577							
ERR10668801	15521							
SRR21704388	19278							
SRR21704388	19279							
SRR21704388	19283							
SRR21486609	23854							
SRR21305366	29870							
SRR21220326	23948							
SRR21486597	23854							
SRR20877372	28916							
SRR21023912	18656							
SRR21023912	18657							
SRR21023912	28915							
SRR21996205	12194							
SRR21562723	25043							
SRR21562723	26362							
SRR21562723	28915							
SRR21458122	12060							
SRR23079807	25471							
SRR21860068	11522							
SRR21691859	20640							
SRR21220260	18500							
SRR21458948	19972							
SRR20916778	23948							
SRR20916778	27585							
SRR21457510	16392							
SRR22005685	23202							
SRR21558420	1008							
SRR21704703	3968							
ERR10024332	78							
ERR10032465	23854							
ERR10031768	21294							
SRR21802636	3989							
SRR21802636	23854							
SRR22105755	23854							
SRR21275424	23854							
SRR21275424	28915							
SRR21738506	2476							
SRR21738506	28920							
SRR22105814	28915							
SRR21702705	78							
SRR21702705	1917							
SRR20868979	76							
SRR20868979	78							
SRR21198849	23854							
SRR21702942	3989							
SRR21702942	25043							
SRR21702942	26362							
SRR21703621	78							
SRR21704278	78							
SRR21704275	28915							
SRR21276262	25043							
SRR21703093	25166							
SRR21703093	26362							
SRR20947377	28915							
SRR21139394	11522							
SRR21704329	28915							
SRR21802670	26362							
SRR21802670	28915							
SRR21703198	24844							
SRR21703198	24849							
SRR21703198	25039							
SRR20947438	28262							
SRR21704195	25043							
SRR21704195	28920							
SRR22549572	28920							
SRR22549558	26362							
SRR22470170	13243							
SRR21704586	27144							
SRR21704427	78							
SRR21139369	26577							
SRR19993533	5575							
SRR21783510	25043							
SRR22938279	21304							
SRR21704752	28920							
SRR22470137	78							
SRR21703783	28915							
SRR21703517	9336							
SRR21677305	23854							
SRR21139328	19278							
SRR21139328	19279							
SRR21139328	19283							
SRR21871793	24069							
SRR21294382	20606							
SRR21152906	28915							
SRR21153088	23854							
SRR21153088	28915							
SRR21146107	23854							
SRR21703296	21304							
SRR21703296	27144							
SRR22470681	3989							
SRR21024193	25043							
SRR21024193	26362							
SRR22549568	28920							
SRR21153270	78							
SRR21164087	27139							
SRR21152413	15521							
SRR21152413	15847							
SRR22549687	78							
SRR22549687	24846							
SRR21702853	27476							
SRR21703701	78							
SRR21783553	14231							
SRR21703104	3989							
SRR21682254	23854							
SRR21682254	28857							
SRR22470820	27144							
SRR21609062	28920							
SRR20862362	28915							
SRR21704395	28915							
SRR21702864	3989							
SRR22037643	23854							
SRR22549565	78							
SRR22549565	11657							
SRR21703073	3989							
SRR21702732	28915							
SRR21163982	3989							
SRR21152252	3989							
SRR20947568	23854							
SRR21294349	23854							
SRR22549442	22841							
SRR21275485	22033							
SRR21704389	23854							
SRR21232359	28302							
SRR21294549	26577							
SRR21704082	27412							
SRR21152299	29003							
SRR21702792	28342							
SRR21703321	28185							
SRR21704710	23854							
SRR21704037	5549							
SRR21704037	27630							
SRR21294276	29388							
SRR21152281	23854							
SRR21152426	78							
SRR21294333	23854							
SRR21703456	28920							
SRR22807812	28920							
SRR21294571	28915							
SRR21486604	24780							
SRR20947440	25241							
SRR21133282	23854							
SRR21294565	28915							
SRR21703184	78							
SRR21703116	28915							
SRR21198888	24977							
ERR10181184	15521							
SRR21152341	24998							
SRR21152341	28920							
SRR21152409	28920							
SRR20947513	19278							
SRR20947513	19279							
SRR20947513	19283							
SRR20947513	28915							
SRR20915812	23948							
ERR10023886	78							
ERR10023886	15521							
SRR19896821	23854							
SRR21139497	23854							
SRR20947642	78							
SRR20947642	28915							
SRR22549454	78							
SRR21158594	76							
SRR21158594	78							
SRR21158594	10212							
SRR21294317	26577							
SRR21294466	1800							
SRR21702757	78							
SRR21703962	28915							
SRR22743851	28915							
SRR21702627	3989							
SRR21276185	28915							
SRR21276185	28920							
SRR21164446	9415							
SRR21152933	3989							
SRR21152962	17125							
SRR21152962	28915							
SRR21152962	28920							
SRR21294374	26577							
SRR21276414	23854							
SRR21704531	23948							
SRR21704531	26577							
SRR21704531	28915							
ERR10024550	15521							
SRR21139127	27139							
SRR21164034	78							
SRR21164034	28915							
SRR21164034	28920							
SRR21139305	26577							
SRR21704386	25043							
SRR20423929	78							
SRR21702844	142							
SRR21702844	28915							
SRR21802539	28342							
SRR21152196	3894							
SRR21530765	25043							
SRR21294477	26577							
SRR21703119	19283							
SRR21703119	19286							
SRR21703519	26577							
SRR21133273	28915							
SRR21802619	78							
SRR21704767	28915							
SRR21486622	28915							
SRR21703955	78							
SRR21704091	2385							
SRR21275468	25241							
SRR21704833	19290							
SRR20946909	28920							
SRR20946909	28923							
SRR21152952	78							
SRR21703367	24229							
SRR21677332	21793							
SRR21738441	76							
SRR21738441	78							
SRR21738441	28915							
SRR21783588	19287							
SRR21023947	22599							
SRR21799799	17011							
SRR21152377	19290							
SRR21904538	23854							
SRR21702688	78							
SRR21704497	27532							
SRR21703405	19290							
SRR21935764	78							
SRR21276103	19290							
SRR21276103	25166							
SRR21232402	28915							
ERR10023788	577							
SRR20282281	28915							
SRR21531050	76							
SRR21531050	78							
SRR21531050	28920							
SRR21139044	27675							
SRR21153272	78							
SRR22549449	19278							
SRR22549449	19279							
SRR22549449	19283							
SRR22549665	78							
SRR22549665	28915							
SRR22908069	19278							
SRR22908069	19279							
SRR22908069	19283							
SRR21133287	28915							
SRR21703791	18983							
SRR21704884	26577							
SRR21703359	6008							
SRR21703019	10502							
SRR21738509	76							
SRR21738509	78							
SRR22743685	15521							
SRR21703947	76							
SRR21702837	76							
SRR21702837	78							
SRR21704566	24998							
SRR21486643	10502							
SRR21486643	21812							
SRR21738511	19278							
SRR22382415	22599							
SRR21702740	28915							
SRR21704849	28920							
SRR21704849	28923							
SRR22470638	15521							
SRR21799859	23854							
SRR21799859	28915							
SRR22577670	23854							
SRR22577670	29076							
SRR22549630	21657							
SRR21704234	28878							
SRR21703686	3989							
SRR21703236	28915							
SRR21704528	78							
SRR21702772	19290							
SRR21702772	22117							
SRR22470664	28920							
